province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Gibraltar,United Kingdom,2021-12-20,36.1408,-5.3536,POINT(-5.3536 36.1408),7843,100,,,,,"Gibraltar, United Kingdom"
Cayman Islands,United Kingdom,2021-12-20,19.3133,-81.2546,POINT(-81.2546 19.3133),8097,9,,,,,"Cayman Islands, United Kingdom"
Isle of Man,United Kingdom,2021-12-20,54.2361,-4.5481,POINT(-4.5481 54.2361),13154,67,,,,,"Isle of Man, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-20,18.4207,-64.64,POINT(-64.64 18.4207),2886,39,,,,,"British Virgin Islands, United Kingdom"
Northern Ireland,United Kingdom,2021-12-20,54.7877,-6.4923,POINT(-6.4923 54.7877),355341,2952,,,,,"Northern Ireland, United Kingdom"
England,United Kingdom,2021-12-20,52.3555,-1.1743,POINT(-1.1743 52.3555),9731126,128012,,,,,"England, United Kingdom"
Gibraltar,United Kingdom,2021-12-19,36.1408,-5.3536,POINT(-5.3536 36.1408),7822,100,,,,,"Gibraltar, United Kingdom"
Unknown,United Kingdom,2021-12-19,,,,0,0,,,,,"Unknown, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-19,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3163,25,,,,,"Turks and Caicos Islands, United Kingdom"
Bermuda,United Kingdom,2021-12-19,32.3078,-64.7505,POINT(-64.7505 32.3078),5815,106,,,,,"Bermuda, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-19,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Northern Ireland,United Kingdom,2021-12-19,54.7877,-6.4923,POINT(-6.4923 54.7877),353193,2952,,,,,"Northern Ireland, United Kingdom"
Isle of Man,United Kingdom,2021-12-19,54.2361,-4.5481,POINT(-4.5481 54.2361),13097,67,,,,,"Isle of Man, United Kingdom"
Montserrat,United Kingdom,2021-12-19,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Anguilla,United Kingdom,2021-12-19,18.2206,-63.0686,POINT(-63.0686 18.2206),1592,4,,,,,"Anguilla, United Kingdom"
Cayman Islands,United Kingdom,2021-12-19,19.3133,-81.2546,POINT(-81.2546 19.3133),8097,9,,,,,"Cayman Islands, United Kingdom"
England,United Kingdom,2021-12-19,52.3555,-1.1743,POINT(-1.1743 52.3555),9655061,127977,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-12-19,49.3723,-2.3644,POINT(-2.3644 49.3723),21667,110,,,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-19,18.4207,-64.64,POINT(-64.64 18.4207),2886,39,,,,,"British Virgin Islands, United Kingdom"
Wales,United Kingdom,2021-12-19,52.1307,-3.7837,POINT(-3.7837 52.1307),553163,6508,,,,,"Wales, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-19,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Scotland,United Kingdom,2021-12-19,56.4907,-4.2026,POINT(-4.2026 56.4907),799970,9781,,,,,"Scotland, United Kingdom"
England,United Kingdom,2021-12-18,52.3555,-1.1743,POINT(-1.1743 52.3555),9584269,127939,,,,,"England, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-18,18.4207,-64.64,POINT(-64.64 18.4207),2886,39,,,,,"British Virgin Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-12-18,19.3133,-81.2546,POINT(-81.2546 19.3133),8097,9,,,,,"Cayman Islands, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-18,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Isle of Man,United Kingdom,2021-12-18,54.2361,-4.5481,POINT(-4.5481 54.2361),13037,67,,,,,"Isle of Man, United Kingdom"
Wales,United Kingdom,2021-12-18,52.1307,-3.7837,POINT(-3.7837 52.1307),549702,6504,,,,,"Wales, United Kingdom"
Bermuda,United Kingdom,2021-12-18,32.3078,-64.7505,POINT(-64.7505 32.3078),5815,106,,,,,"Bermuda, United Kingdom"
Gibraltar,United Kingdom,2021-12-18,36.1408,-5.3536,POINT(-5.3536 36.1408),7778,100,,,,,"Gibraltar, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-18,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3163,25,,,,,"Turks and Caicos Islands, United Kingdom"
Unknown,United Kingdom,2021-12-18,,,,0,0,,,,,"Unknown, United Kingdom"
Channel Islands,United Kingdom,2021-12-18,49.3723,-2.3644,POINT(-2.3644 49.3723),21667,110,,,,,"Channel Islands, United Kingdom"
Scotland,United Kingdom,2021-12-18,56.4907,-4.2026,POINT(-4.2026 56.4907),794062,9780,,,,,"Scotland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-18,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Montserrat,United Kingdom,2021-12-18,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Anguilla,United Kingdom,2021-12-18,18.2206,-63.0686,POINT(-63.0686 18.2206),1592,4,,,,,"Anguilla, United Kingdom"
Northern Ireland,United Kingdom,2021-12-18,54.7877,-6.4923,POINT(-6.4923 54.7877),351395,2950,,,,,"Northern Ireland, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-17,18.4207,-64.64,POINT(-64.64 18.4207),2886,39,,,,,"British Virgin Islands, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-17,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Isle of Man,United Kingdom,2021-12-17,54.2361,-4.5481,POINT(-4.5481 54.2361),12974,67,,,,,"Isle of Man, United Kingdom"
Northern Ireland,United Kingdom,2021-12-17,54.7877,-6.4923,POINT(-6.4923 54.7877),349320,2945,,,,,"Northern Ireland, United Kingdom"
England,United Kingdom,2021-12-17,52.3555,-1.1743,POINT(-1.1743 52.3555),9503176,127828,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-12-17,49.3723,-2.3644,POINT(-2.3644 49.3723),21667,110,,,,,"Channel Islands, United Kingdom"
Scotland,United Kingdom,2021-12-17,56.4907,-4.2026,POINT(-4.2026 56.4907),788156,9771,,,,,"Scotland, United Kingdom"
Anguilla,United Kingdom,2021-12-17,18.2206,-63.0686,POINT(-63.0686 18.2206),1592,4,,,,,"Anguilla, United Kingdom"
Unknown,United Kingdom,2021-12-17,,,,0,0,,,,,"Unknown, United Kingdom"
Montserrat,United Kingdom,2021-12-17,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Gibraltar,United Kingdom,2021-12-17,36.1408,-5.3536,POINT(-5.3536 36.1408),7730,100,,,,,"Gibraltar, United Kingdom"
Bermuda,United Kingdom,2021-12-17,32.3078,-64.7505,POINT(-64.7505 32.3078),5815,106,,,,,"Bermuda, United Kingdom"
Wales,United Kingdom,2021-12-17,52.1307,-3.7837,POINT(-3.7837 52.1307),549702,6504,,,,,"Wales, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-17,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3158,25,,,,,"Turks and Caicos Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-12-17,19.3133,-81.2546,POINT(-81.2546 19.3133),8097,9,,,,,"Cayman Islands, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-17,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Anguilla,United Kingdom,2021-12-16,18.2206,-63.0686,POINT(-63.0686 18.2206),1592,4,,,,,"Anguilla, United Kingdom"
Channel Islands,United Kingdom,2021-12-16,49.3723,-2.3644,POINT(-2.3644 49.3723),21457,108,,,,,"Channel Islands, United Kingdom"
Bermuda,United Kingdom,2021-12-16,32.3078,-64.7505,POINT(-64.7505 32.3078),5815,106,,,,,"Bermuda, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-16,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3151,25,,,,,"Turks and Caicos Islands, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-16,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Cayman Islands,United Kingdom,2021-12-16,19.3133,-81.2546,POINT(-81.2546 19.3133),8036,9,,,,,"Cayman Islands, United Kingdom"
Wales,United Kingdom,2021-12-16,52.1307,-3.7837,POINT(-3.7837 52.1307),546573,6501,,,,,"Wales, United Kingdom"
Isle of Man,United Kingdom,2021-12-16,54.2361,-4.5481,POINT(-4.5481 54.2361),12895,67,,,,,"Isle of Man, United Kingdom"
England,United Kingdom,2021-12-16,52.3555,-1.1743,POINT(-1.1743 52.3555),9420017,127730,,,,,"England, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-16,18.4207,-64.64,POINT(-64.64 18.4207),2886,39,,,,,"British Virgin Islands, United Kingdom"
Northern Ireland,United Kingdom,2021-12-16,54.7877,-6.4923,POINT(-6.4923 54.7877),347433,2942,,,,,"Northern Ireland, United Kingdom"
Scotland,United Kingdom,2021-12-16,56.4907,-4.2026,POINT(-4.2026 56.4907),783828,9764,,,,,"Scotland, United Kingdom"
Unknown,United Kingdom,2021-12-16,,,,0,0,,,,,"Unknown, United Kingdom"
Montserrat,United Kingdom,2021-12-16,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Gibraltar,United Kingdom,2021-12-16,36.1408,-5.3536,POINT(-5.3536 36.1408),7683,100,,,,,"Gibraltar, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-16,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Northern Ireland,United Kingdom,2021-12-15,54.7877,-6.4923,POINT(-6.4923 54.7877),345196,2936,,,,,"Northern Ireland, United Kingdom"
Channel Islands,United Kingdom,2021-12-15,49.3723,-2.3644,POINT(-2.3644 49.3723),21221,107,,,,,"Channel Islands, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-15,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Isle of Man,United Kingdom,2021-12-15,54.2361,-4.5481,POINT(-4.5481 54.2361),12812,67,,,,,"Isle of Man, United Kingdom"
Bermuda,United Kingdom,2021-12-15,32.3078,-64.7505,POINT(-64.7505 32.3078),5784,106,,,,,"Bermuda, United Kingdom"
Unknown,United Kingdom,2021-12-15,,,,0,0,,,,,"Unknown, United Kingdom"
Gibraltar,United Kingdom,2021-12-15,36.1408,-5.3536,POINT(-5.3536 36.1408),7629,100,,,,,"Gibraltar, United Kingdom"
Anguilla,United Kingdom,2021-12-15,18.2206,-63.0686,POINT(-63.0686 18.2206),1592,4,,,,,"Anguilla, United Kingdom"
Cayman Islands,United Kingdom,2021-12-15,19.3133,-81.2546,POINT(-81.2546 19.3133),8007,9,,,,,"Cayman Islands, United Kingdom"
Montserrat,United Kingdom,2021-12-15,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-15,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
England,United Kingdom,2021-12-15,52.3555,-1.1743,POINT(-1.1743 52.3555),9343520,127608,,,,,"England, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-15,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3151,25,,,,,"Turks and Caicos Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-15,18.4207,-64.64,POINT(-64.64 18.4207),2842,39,,,,,"British Virgin Islands, United Kingdom"
Scotland,United Kingdom,2021-12-15,56.4907,-4.2026,POINT(-4.2026 56.4907),777885,9746,,,,,"Scotland, United Kingdom"
Wales,United Kingdom,2021-12-15,52.1307,-3.7837,POINT(-3.7837 52.1307),543685,6501,,,,,"Wales, United Kingdom"
Northern Ireland,United Kingdom,2021-12-14,54.7877,-6.4923,POINT(-6.4923 54.7877),343040,2932,,,,,"Northern Ireland, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-14,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Scotland,United Kingdom,2021-12-14,56.4907,-4.2026,POINT(-4.2026 56.4907),772738,9725,,,,,"Scotland, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-14,18.4207,-64.64,POINT(-64.64 18.4207),2842,39,,,,,"British Virgin Islands, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-14,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Bermuda,United Kingdom,2021-12-14,32.3078,-64.7505,POINT(-64.7505 32.3078),5784,106,,,,,"Bermuda, United Kingdom"
Unknown,United Kingdom,2021-12-14,,,,0,0,,,,,"Unknown, United Kingdom"
Cayman Islands,United Kingdom,2021-12-14,19.3133,-81.2546,POINT(-81.2546 19.3133),7960,9,,,,,"Cayman Islands, United Kingdom"
Montserrat,United Kingdom,2021-12-14,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Wales,United Kingdom,2021-12-14,52.1307,-3.7837,POINT(-3.7837 52.1307),541254,6491,,,,,"Wales, United Kingdom"
England,United Kingdom,2021-12-14,52.3555,-1.1743,POINT(-1.1743 52.3555),9275513,127479,,,,,"England, United Kingdom"
Anguilla,United Kingdom,2021-12-14,18.2206,-63.0686,POINT(-63.0686 18.2206),1592,4,,,,,"Anguilla, United Kingdom"
Channel Islands,United Kingdom,2021-12-14,49.3723,-2.3644,POINT(-2.3644 49.3723),20996,107,,,,,"Channel Islands, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-14,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3141,25,,,,,"Turks and Caicos Islands, United Kingdom"
Gibraltar,United Kingdom,2021-12-14,36.1408,-5.3536,POINT(-5.3536 36.1408),7589,100,,,,,"Gibraltar, United Kingdom"
Isle of Man,United Kingdom,2021-12-14,54.2361,-4.5481,POINT(-4.5481 54.2361),12731,67,,,,,"Isle of Man, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-13,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-13,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Bermuda,United Kingdom,2021-12-13,32.3078,-64.7505,POINT(-64.7505 32.3078),5764,106,,,,,"Bermuda, United Kingdom"
Montserrat,United Kingdom,2021-12-13,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Isle of Man,United Kingdom,2021-12-13,54.2361,-4.5481,POINT(-4.5481 54.2361),12635,67,,,,,"Isle of Man, United Kingdom"
Anguilla,United Kingdom,2021-12-13,18.2206,-63.0686,POINT(-63.0686 18.2206),1523,4,,,,,"Anguilla, United Kingdom"
Scotland,United Kingdom,2021-12-13,56.4907,-4.2026,POINT(-4.2026 56.4907),769642,9719,,,,,"Scotland, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-13,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3137,25,,,,,"Turks and Caicos Islands, United Kingdom"
Gibraltar,United Kingdom,2021-12-13,36.1408,-5.3536,POINT(-5.3536 36.1408),7546,100,,,,,"Gibraltar, United Kingdom"
England,United Kingdom,2021-12-13,52.3555,-1.1743,POINT(-1.1743 52.3555),9222932,127341,,,,,"England, United Kingdom"
Channel Islands,United Kingdom,2021-12-13,49.3723,-2.3644,POINT(-2.3644 49.3723),20327,107,,,,,"Channel Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-13,18.4207,-64.64,POINT(-64.64 18.4207),2842,39,,,,,"British Virgin Islands, United Kingdom"
Wales,United Kingdom,2021-12-13,52.1307,-3.7837,POINT(-3.7837 52.1307),539435,6489,,,,,"Wales, United Kingdom"
Northern Ireland,United Kingdom,2021-12-13,54.7877,-6.4923,POINT(-6.4923 54.7877),341459,2928,,,,,"Northern Ireland, United Kingdom"
Unknown,United Kingdom,2021-12-13,,,,0,0,,,,,"Unknown, United Kingdom"
Cayman Islands,United Kingdom,2021-12-13,19.3133,-81.2546,POINT(-81.2546 19.3133),7871,9,,,,,"Cayman Islands, United Kingdom"
Isle of Man,United Kingdom,2021-12-12,54.2361,-4.5481,POINT(-4.5481 54.2361),12580,67,,,,,"Isle of Man, United Kingdom"
Montserrat,United Kingdom,2021-12-12,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-12,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Gibraltar,United Kingdom,2021-12-12,36.1408,-5.3536,POINT(-5.3536 36.1408),7525,100,,,,,"Gibraltar, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-12,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-12,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3137,25,,,,,"Turks and Caicos Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-12,18.4207,-64.64,POINT(-64.64 18.4207),2816,38,,,,,"British Virgin Islands, United Kingdom"
Northern Ireland,United Kingdom,2021-12-12,54.7877,-6.4923,POINT(-6.4923 54.7877),340028,2924,,,,,"Northern Ireland, United Kingdom"
Wales,United Kingdom,2021-12-12,52.1307,-3.7837,POINT(-3.7837 52.1307),534893,6481,,,,,"Wales, United Kingdom"
Scotland,United Kingdom,2021-12-12,56.4907,-4.2026,POINT(-4.2026 56.4907),765889,9719,,,,,"Scotland, United Kingdom"
Channel Islands,United Kingdom,2021-12-12,49.3723,-2.3644,POINT(-2.3644 49.3723),20327,107,,,,,"Channel Islands, United Kingdom"
Cayman Islands,United Kingdom,2021-12-12,19.3133,-81.2546,POINT(-81.2546 19.3133),7871,9,,,,,"Cayman Islands, United Kingdom"
England,United Kingdom,2021-12-12,52.3555,-1.1743,POINT(-1.1743 52.3555),9178705,127315,,,,,"England, United Kingdom"
Bermuda,United Kingdom,2021-12-12,32.3078,-64.7505,POINT(-64.7505 32.3078),5764,106,,,,,"Bermuda, United Kingdom"
Unknown,United Kingdom,2021-12-12,,,,0,0,,,,,"Unknown, United Kingdom"
Anguilla,United Kingdom,2021-12-12,18.2206,-63.0686,POINT(-63.0686 18.2206),1523,4,,,,,"Anguilla, United Kingdom"
Scotland,United Kingdom,2021-12-11,56.4907,-4.2026,POINT(-4.2026 56.4907),761889,9719,,,,,"Scotland, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-11,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3130,25,,,,,"Turks and Caicos Islands, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-11,18.4207,-64.64,POINT(-64.64 18.4207),2816,38,,,,,"British Virgin Islands, United Kingdom"
Montserrat,United Kingdom,2021-12-11,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Northern Ireland,United Kingdom,2021-12-11,54.7877,-6.4923,POINT(-6.4923 54.7877),338480,2921,,,,,"Northern Ireland, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-11,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Unknown,United Kingdom,2021-12-11,,,,0,0,,,,,"Unknown, United Kingdom"
Anguilla,United Kingdom,2021-12-11,18.2206,-63.0686,POINT(-63.0686 18.2206),1523,4,,,,,"Anguilla, United Kingdom"
Bermuda,United Kingdom,2021-12-11,32.3078,-64.7505,POINT(-64.7505 32.3078),5764,106,,,,,"Bermuda, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-11,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Gibraltar,United Kingdom,2021-12-11,36.1408,-5.3536,POINT(-5.3536 36.1408),7508,100,,,,,"Gibraltar, United Kingdom"
Cayman Islands,United Kingdom,2021-12-11,19.3133,-81.2546,POINT(-81.2546 19.3133),7871,9,,,,,"Cayman Islands, United Kingdom"
Isle of Man,United Kingdom,2021-12-11,54.2361,-4.5481,POINT(-4.5481 54.2361),12519,67,,,,,"Isle of Man, United Kingdom"
Channel Islands,United Kingdom,2021-12-11,49.3723,-2.3644,POINT(-2.3644 49.3723),20327,107,,,,,"Channel Islands, United Kingdom"
England,United Kingdom,2021-12-11,52.3555,-1.1743,POINT(-1.1743 52.3555),9138773,127271,,,,,"England, United Kingdom"
Wales,United Kingdom,2021-12-11,52.1307,-3.7837,POINT(-3.7837 52.1307),532302,6476,,,,,"Wales, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-10,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
Gibraltar,United Kingdom,2021-12-10,36.1408,-5.3536,POINT(-5.3536 36.1408),7485,100,,,,,"Gibraltar, United Kingdom"
Northern Ireland,United Kingdom,2021-12-10,54.7877,-6.4923,POINT(-6.4923 54.7877),337034,2918,,,,,"Northern Ireland, United Kingdom"
Channel Islands,United Kingdom,2021-12-10,49.3723,-2.3644,POINT(-2.3644 49.3723),20327,107,,,,,"Channel Islands, United Kingdom"
Montserrat,United Kingdom,2021-12-10,16.742498,-62.187366000000004,POINT(-62.187366 16.742498),44,1,,,,,"Montserrat, United Kingdom"
Cayman Islands,United Kingdom,2021-12-10,19.3133,-81.2546,POINT(-81.2546 19.3133),7839,9,,,,,"Cayman Islands, United Kingdom"
Wales,United Kingdom,2021-12-10,52.1307,-3.7837,POINT(-3.7837 52.1307),532302,6476,,,,,"Wales, United Kingdom"
Turks and Caicos Islands,United Kingdom,2021-12-10,21.69400000000001,-71.7979,POINT(-71.7979 21.694),3119,25,,,,,"Turks and Caicos Islands, United Kingdom"
Anguilla,United Kingdom,2021-12-10,18.2206,-63.0686,POINT(-63.0686 18.2206),1523,4,,,,,"Anguilla, United Kingdom"
British Virgin Islands,United Kingdom,2021-12-10,18.4207,-64.64,POINT(-64.64 18.4207),2816,38,,,,,"British Virgin Islands, United Kingdom"
Falkland Islands (Malvinas),United Kingdom,2021-12-10,-51.7963,-59.5236,POINT(-59.5236 -51.7963),83,0,,,,,"Falkland Islands (Malvinas), United Kingdom"
Unknown,United Kingdom,2021-12-10,,,,0,0,,,,,"Unknown, United Kingdom"
Isle of Man,United Kingdom,2021-12-10,54.2361,-4.5481,POINT(-4.5481 54.2361),12441,67,,,,,"Isle of Man, United Kingdom"
Scotland,United Kingdom,2021-12-10,56.4907,-4.2026,POINT(-4.2026 56.4907),757813,9707,,,,,"Scotland, United Kingdom"
Bermuda,United Kingdom,2021-12-10,32.3078,-64.7505,POINT(-64.7505 32.3078),5764,106,,,,,"Bermuda, United Kingdom"
England,United Kingdom,2021-12-10,52.3555,-1.1743,POINT(-1.1743 52.3555),9092016,127154,,,,,"England, United Kingdom"
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,2021-12-09,-7.9467,-14.3559,POINT(-14.3559 -7.9467),4,0,,,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
